barcode,line,stand,bin,location
078522046479,10,2,2,10-2-2
078522050018,13,10,4,13-10-4
078522060307,15,0,16,15-0-16
078522070054,1,2,4,1-2-4
078522070092,4,4,4,4-4-4
078522100300,2,2,3,2-2-3
078522301134,15,10,5,15-10-5
078522301332,15,10,4,15-10-4
078522330028,25,3,4,25-3-4
0787790514022,16,2,2,16-2-2
0787790520429,16,2,1,16-2-1
0787790520825,16,1,3,16-1-3
079298300024,26,1,1,26-1-1
079298300086,26,1,1,26-1-1
079400008787,28,11,4,28-11-4
079400008794,28,11,5,28-11-5
079400017437,28,11,2,28-11-2
079400206039,28,11,3,28-11-3
079400275325,28,11,2,28-11-2
079400343086,28,11,1,28-11-1
079400343628,28,11,1,28-11-1
079400343642,28,11,1,28-11-1
079400343673,28,11,1,28-11-1
079400351203,28,12,1,28-12-1
079400352996,28,11,2,28-11-2
079400355881,27,3,4,27-3-4
079400386410,28,12,2,28-12-2
079400419521,28,11,5,28-11-5
079400445445,28,12,1,28-12-1
079400448002,28,11,2,28-11-2
079400448347,28,11,2,28-11-2
079400448514,28,11,1,28-11-1
079400448545,28,11,1,28-11-1
079400448705,28,11,2,28-11-2
079400458247,28,12,1,28-12-1
079400462213,28,11,3,28-11-3
079400462220,27,3,4,27-3-4
079400462237,28,12,2,28-12-2
079400468277,28,12,2,28-12-2
079400468291,27,3,3,27-3-3
079400469748,28,11,3,28-11-3
079400469755,27,3,3,27-3-3
079400472632,28,12,2,28-12-2
079400472649,28,12,1,28-12-1
079400476524,28,11,2,28-11-2
079400476531,28,11,1,28-11-1
079400478832,28,11,5,28-11-5
079400478849,28,12,1,28-12-1
079400490575,28,11,5,28-11-5
079400491374,28,12,2,28-12-2
079400499547,28,12,2,28-12-2
079400500205,28,12,1,28-12-1
079400500908,28,11,2,28-11-2
079400507204,28,12,2,28-12-2
079400507303,28,12,2,28-12-2
079400507402,28,12,2,28-12-2
079400507501,28,11,2,28-11-2
079400593016,28,12,2,28-12-2
079400599384,28,11,5,28-11-5
079400600684,27,3,2,27-3-2
079400631015,28,11,5,28-11-5
079400666758,28,12,2,28-12-2
079400670274,28,11,1,28-11-1
079400691446,28,11,1,28-11-1
079556802611,26,4,4,26-4-4
079625001105,31,3,1,31-3-1
079625012026,32,5,1,32-5-1
079625012170,31,5,4,31-5-4
079625014006,32,3,5,32-3-5
079625014013,32,4,3,32-4-3
079625014037,32,2,2,32-2-2
079625014037/1,32,3,3,32-3-3
079625014068,32,4,5,32-4-5
079625014068/1,32,3,5,32-3-5
0796250140681,32,3,4,32-3-4
079625014075,32,2,3,32-2-3
079625014112,32,4,3,32-4-3
079625014112/1,32,2,3,32-2-3
0796250141121,32,5,3,32-5-3
079625014136,32,2,3,32-2-3
079625014181,32,4,5,32-4-5
079625014266,32,4,5,32-4-5
079625014327,32,2,4,32-2-4
079625014327/1,32,6,5,32-6-5
0796250143271,32,5,5,32-5-5
079625014624,32,3,4,32-3-4
079625014624/1,32,4,4,32-4-4
079625014624/2,32,3,4,32-3-4
0796250146242,32,4,1,32-4-1
079625014860,32,4,4,32-4-4
079625014877,32,5,2,32-5-2
079625014891,31,3,1,31-3-1
079625014914,32,3,4,32-3-4
079625014921,31,3,1,31-3-1
079625014921/2,31,3,1,31-3-1
0796250149211/1,32,4,3,32-4-3
0796250149212,32,5,5,32-5-5
079625014938,32,5,2,32-5-2
079625015171,31,3,1,31-3-1
079625015188,32,2,2,32-2-2
079625017007,31,3,3,31-3-3
079625017014,32,3,1,32-3-1
079625017045,32,3,3,32-3-3
079625017052,32,2,4,32-2-4
079625017113,32,3,4,32-3-4
079625017151,32,3,1,32-3-1
079625017861,32,2,2,32-2-2
079625018554,32,3,2,32-3-2
079625018585,32,2,5,32-2-5
079625018721,31,3,1,31-3-1
079625018912,32,5,4,32-5-4
079625018950,32,2,2,32-2-2
079625018967,32,3,3,32-3-3
079625018974,32,4,3,32-4-3
079625018981,32,4,1,32-4-1
079625018998,32,4,4,32-4-4
079625019582,32,3,2,32-3-2
079625019599,32,3,1,32-3-1
079625019636,32,4,4,32-4-4
079625019650,32,3,2,32-3-2
079625019674,32,3,2,32-3-2
079625019681,32,4,1,32-4-1
079625019728,32,3,4,32-3-4
079625019773,32,3,1,32-3-1
079625019803,31,3,1,31-3-1
079625019919,32,3,3,32-3-3
079625019933,32,3,4,32-3-4
079625019940,32,3,4,32-3-4
079625019971,32,3,1,32-3-1
079625040265,32,4,3,32-4-3
079625040548,32,4,1,32-4-1
079625040647,32,5,3,32-5-3
079625040654,32,5,3,32-5-3
079625040678,32,5,3,32-5-3
079625040685,26,3,3,26-3-3
079625040722,32,4,3,32-4-3
079625040852,32,4,1,32-4-1
079625041262,31,3,1,31-3-1
079625041576,31,3,1,31-3-1
079625042030,32,1,2,32-1-2
079625042238,32,5,2,32-5-2
079625042245,32,5,3,32-5-3
079625042443,32,5,3,32-5-3
079625042450,32,5,2,32-5-2
079625042474,32,2,5,32-2-5
079625042573,31,5,5,31-5-5
079625042597,32,3,5,32-3-5
079625042634,31,3,4,31-3-4
079625042856,32,6,0,32-6-0
079625042863,32,5,5,32-5-5
079625074000,32,9,3,32-9-3
079625074222,32,12,4,32-12-4
079625074239,31,2,4,31-2-4
079625074253,32,5,1,32-5-1
079625075069,32,5,1,32-5-1
079625075144,38,5,5,38-5-5
079625075175,38,5,2,38-5-2
079625075298,37,3,3,37-3-3
079625075960,38,4,2,38-4-2
079625075977,38,5,5,38-5-5
079625076097,38,4,2,38-4-2
079625076233,32,5,4,32-5-4
079625076288,31,4,6,31-4-6
079625076448,32,10,4,32-10-4
079625076929,38,6,4,38-6-4
079625227154,32,6,3,32-6-3
079625415735,32,4,4,32-4-4
079625415772,32,3,4,32-3-4
079625437195,32,5,1,32-5-1
079625437577,32,4,5,32-4-5
079625437621,32,4,5,32-4-5
079625438161,38,5,2,38-5-2
079625438178,38,5,2,38-5-2
079625438277,32,8,3,32-8-3
079625438390,32,2,3,32-2-3
079625438475,32,5,5,32-5-5
079625438499,32,4,3,32-4-3
079625438512,31,3,3,31-3-3
079625438567,32,5,1,32-5-1
079625438901,32,4,3,32-4-3
079625439120,32,4,1,32-4-1
079625439366,32,5,2,32-5-2
079625439380,32,2,2,32-2-2
079625439397,32,4,4,32-4-4
079625439403,32,4,4,32-4-4
079625439458,32,5,1,32-5-1
079625440652,32,5,1,32-5-1
079625440669,32,5,1,32-5-1
079625440676,32,5,1,32-5-1
079625440683,31,5,4,31-5-4
079625440690,32,5,1,32-5-1
079625440812,31,5,5,31-5-5
079625440843,32,5,3,32-5-3
079625440850,32,1,5,32-1-5
079625440874,32,5,2,32-5-2
079625440881,32,5,3,32-5-3
079625440898,32,5,4,32-5-4
079625441017,32,5,3,32-5-3
079625441147,32,5,2,32-5-2
079625443196,32,1,2,32-1-2
079625443332,32,1,3,32-1-3
079625443370,32,1,3,32-1-3
079625443394,31,4,3,31-4-3
079625443417,32,1,5,32-1-5
079625443592,32,1,2,32-1-2
079625443691,31,4,2,31-4-2
079625445794,32,3,3,32-3-3
079625446012,32,5,3,32-5-3
079625446067,32,5,3,32-5-3
079625446111,32,5,3,32-5-3
079625446364,32,3,3,32-3-3
079625449051,32,3,3,32-3-3
079625453560,32,3,3,32-3-3
079625459951,32,1,2,32-1-2
079625714012,32,2,4,32-2-4
079625915211,32,2,5,32-2-5
079625915297,32,3,3,32-3-3
079625915297/1,32,3,2,32-3-2
079625915297/2,32,4,3,32-4-3
0796259152971,32,2,3,32-2-3
0796259152972,32,5,2,32-5-2
079625915303,32,2,3,32-2-3
079625915310,32,3,2,32-3-2
079625915334,32,2,3,32-2-3
079625915334/1,32,3,3,32-3-3
079625915334/2,32,2,2,32-2-2
0796259153341,32,2,3,32-2-3
079625915341,32,4,5,32-4-5
079625915341/1,32,4,1,32-4-1
079625915426,32,3,4,32-3-4
079625915532,32,4,1,32-4-1
079625915532/1,32,4,3,32-4-3
079625915532/2,32,3,3,32-3-3
0796259155320,32,2,2,32-2-2
079625915617,32,3,3,32-3-3
079625915617/1,32,4,5,32-4-5
079625915662,32,4,4,32-4-4
079625915709,32,3,5,32-3-5
079625915709/1,32,4,4,32-4-4
079625915709/2,32,4,5,32-4-5
079625915747,32,2,2,32-2-2
079656000078,26,1,2,26-1-2
079656004021,26,1,3,26-1-3
079656126228,25,2,4,25-2-4
079656126266,26,1,2,26-1-2
079656400106,26,1,2,26-1-2
079656400137,26,1,2,26-1-2
079656400250,26,1,3,26-1-3
079656400885,26,1,3,26-1-3
079656603682,26,1,2,26-1-2
079656628302,26,1,2,26-1-2
079656631111,25,2,4,25-2-4
079656631128,25,2,4,25-2-4
079656649567,25,2,4,25-2-4
079656650730,26,1,5,26-1-5
079656651515,25,2,3,25-2-3
0801600000052,39,2,2,39-2-2
0801600000054,40,7,1,40-7-1
080376010759,28,11,4,28-11-4
080376315564,34,1,2,34-1-2
080376315588,33,2,4,33-2-4
080376315625,34,1,2,34-1-2
080376380210,28,11,5,28-11-5
083000006401,24,9,3,24-9-3
083000174506,13,7,5,13-7-5
083078001445,35,2,4,35-2-4
083078001476,35,1,1,35-1-1
083078001902,35,2,5,35-2-5
083078003142,35,2,5,35-2-5
083078007133,35,2,5,35-2-5
083078009496,35,1,1,35-1-1
083078009557,35,1,2,35-1-2
083078009588,35,1,4,35-1-4
083078010188,35,1,6,35-1-6
083078013981,35,1,4,35-1-4
083078015947,35,1,1,35-1-1
083078113148,35,1,4,35-1-4
083078415303,35,1,4,35-1-4
083078511531,35,1,1,35-1-1
083078911171,35,1,6,35-1-6
086449002256,27,1,2,27-1-2
086449116618,27,1,5,27-1-5
086449516616,27,1,5,27-1-5
08697420532079,39,5,6,39-5-6
08784549826584,25,0,26,25-0-26
088154000084,37,1,0,37-1-0
0881760000000,38,4,4,38-4-4
08853976005232,25,1,1,25-1-1
088634363173,24,4,2,24-4-2
088634363180,24,0,23,24-0-23
088634363371,23,2,3,23-2-3
088634363395,24,0,23,24-0-23
088634464016,25,2,1,25-2-1
088634464023,25,0,26,25-0-26
088634464030,26,6,1,26-6-1
088634464047,26,6,2,26-6-2
088634464115,26,6,1,26-6-1
088634464146,26,5,2,26-5-2
088634464245,26,5,2,26-5-2
088634464269,26,6,1,26-6-1
088634464306,36,4,2,36-4-2
088634464443,26,6,1,26-6-1
088634464498,26,6,2,26-6-2
088634464856,26,6,1,26-6-1
088634767018,26,2,4,26-2-4
088634767025,26,3,5,26-3-5
088634767032,26,3,5,26-3-5
088634767117,26,3,5,26-3-5
088634767148,25,11,3,25-11-3
088634767162,26,3,5,26-3-5
088634767179,36,2,6,36-2-6
088634767247,40,1,2,40-1-2
088634767254,26,2,4,26-2-4
08906130520222,6,3,3,6-3-3
08906130520239,5,9,4,5-9-4
08906130520253,6,3,3,6-3-3
08964002966035,5,8,3,5-8-3
090205025700,22,11,3,22-11-3
090205077624,22,11,3,22-11-3
090205077709,22,11,3,22-11-3
093141100685,35,2,4,35-2-4
093141100692,35,2,4,35-2-4
093141100906,28,10,3,28-10-3
093141100951,7,3,4,7-3-4
093141101163,24,1,3,24-1-3
093141102382,28,10,3,28-10-3
093141102627,8,12,5,8-12-5
093141102634,8,12,5,8-12-5
093141102948,28,10,3,28-10-3
093141103327,28,10,3,28-10-3
093141103334,24,1,3,24-1-3
093141103358,8,12,5,8-12-5
093141103389,28,12,3,28-12-3
093141104331,35,2,4,35-2-4
093141104362,28,10,3,28-10-3
093141104386,24,1,3,24-1-3
093141104508,24,1,3,24-1-3
093141104669,8,12,5,8-12-5
100208,24,7,1,24-7-1
100510028924,32,8,1,32-8-1
1005150001012,32,11,3,32-11-3
1005150011011,32,11,3,32-11-3
1005150025506,40,5,3,40-5-3
1005150025513,40,8,3,40-8-3
1005150027784,28,5,4,28-5-4
1005150027791,28,5,5,28-5-5
1005150027937,34,1,1,34-1-1
1005150027944,34,1,1,34-1-1
1005150027951,33,2,4,33-2-4
1005150081243,33,4,1,33-4-1
1005150081311,33,4,1,33-4-1
1005150081342,33,4,1,33-4-1
1005150081731,33,3,2,33-3-2
1005150082325,33,4,1,33-4-1
1005150082356,33,3,4,33-3-4
1005150082547,33,4,3,33-4-3
1005150082585,33,3,2,33-3-2
1005150082837,33,5,3,33-5-3
1005150083315,29,2,2,29-2-2
1005150083506,33,4,4,33-4-4
1005150083568,33,4,3,33-4-3
1005150083711,33,6,2,33-6-2
1005150083735,33,5,3,33-5-3
1005150083742,33,5,2,33-5-2
1005150084916,34,2,3,34-2-3
1005150084930,33,4,2,33-4-2
1005150084985,33,0,34,33-0-34
1005150085135,33,4,2,33-4-2
1005150085180,33,6,3,33-6-3
1005150085234,33,4,4,33-4-4
1005150085289,33,4,3,33-4-3
1005150085296,33,4,4,33-4-4
1005150085326,33,5,3,33-5-3
1005150085340,33,4,2,33-4-2
1005150085395,33,4,4,33-4-4
1005150085470,33,4,4,33-4-4
1005150182322,33,4,1,33-4-1
1005150282329,33,4,1,33-4-1
1005150282350,33,3,2,33-3-2
1005150382326,33,4,1,33-4-1
1005150382357,33,3,3,33-3-3
1005160001019,32,11,2,32-11-2
1005160001026,32,11,3,32-11-3
1005160002818,29,2,3,29-2-3
1005160028016,30,12,4,30-12-4
1005160028023,29,3,2,29-3-2
1005160028030,29,5,4,29-5-4
1005160028047,29,3,4,29-3-4
1005160028054,29,3,4,29-3-4
1005160028061,29,3,1,29-3-1
1005160028078,29,3,5,29-3-5
1005160028085,30,4,3,30-4-3
1005160028092,30,3,3,30-3-3
1005160028108,30,12,4,30-12-4
1005160028115,30,4,3,30-4-3
1005160028122,30,3,5,30-3-5
1005160028139,30,4,3,30-4-3
1005160028146,29,3,4,29-3-4
1005160028153,29,1,6,29-1-6
1005160028856,32,8,5,32-8-5
1005160028863,32,10,5,32-10-5
1005160028887,32,7,1,32-7-1
1005160028900,32,8,4,32-8-4
1005160028917,32,11,4,32-11-4
1005160028924,32,8,1,32-8-1
1005160028931,32,11,4,32-11-4
1005160028948,32,12,2,32-12-2
1005160047017,32,12,4,32-12-4
1005160047024,32,12,2,32-12-2
1005160047048,32,12,6,32-12-6
1005160047055,32,12,6,32-12-6
1005160047062,32,12,5,32-12-5
1005160047086,32,12,2,32-12-2
1005160047093,32,12,6,32-12-6
1005160047109,32,12,6,32-12-6
1005160047116,32,12,1,32-12-1
1005160047123,32,11,5,32-11-5
1005160047130,32,11,6,32-11-6
1005160047147,32,12,5,32-12-5
1005160047154,32,12,5,32-12-5
1005160047161,32,12,5,32-12-5
1005160047185,32,11,5,32-11-5
1005160047192,32,12,4,32-12-4
1005160047208,32,11,1,32-11-1
1005160047215,32,12,5,32-12-5
1005160047222,32,12,6,32-12-6
1005160047246,32,12,3,32-12-3
1005160047260,32,9,2,32-9-2
1005160047277,32,12,6,32-12-6
1005160047284,32,12,4,32-12-4
1005160047291,32,12,5,32-12-5
1005160047307,31,2,4,31-2-4
1005160047314,32,11,3,32-11-3
1005160047383,32,12,5,32-12-5
1005160047390,32,12,3,32-12-3
1005160047420,32,11,3,32-11-3
1005160047437,32,11,5,32-11-5
1005160047444,32,12,4,32-12-4
1005160047451,32,12,3,32-12-3
1005160047468,32,11,11,32-11-11
1005160047475,32,11,2,32-11-2
1005160047482,32,7,5,32-7-5
1005160047598,32,8,5,32-8-5
1005160047604,32,11,6,32-11-6
1005160047611,32,11,1,32-11-1
1005160047628,32,10,5,32-10-5
1005160047727,32,10,5,32-10-5
1005160047734,32,10,5,32-10-5
1005160047758,32,9,4,32-9-4
1005160047789,32,10,5,32-10-5
1005160084111,39,5,3,39-5-3
1005160084128,40,6,3,40-6-3
1005160084135,40,2,1,40-2-1
1005160084142,39,5,3,39-5-3
1005160084159,39,3,4,39-3-4
1005160084166,39,6,4,39-6-4
1005160084173,39,5,3,39-5-3
1005162028922,31,4,5,31-4-5
1005166047400,32,12,1,32-12-1
1005166047417,32,12,3,32-12-3
1005170002914,37,3,3,37-3-3
1005170002990,32,10,3,32-10-3
1005170029010,32,11,2,32-11-2
1005170029027,31,3,5,31-3-5
1005170029034,31,5,3,31-5-3
1005170029041,32,7,1,32-7-1
1005170029058,32,11,1,32-11-1
1005170029065,32,8,3,32-8-3
1005170029119,38,6,7,38-6-7
1005170029133,37,2,3,37-2-3
1005170029164,38,4,4,38-4-4
1005170031068,32,11,4,32-11-4
1005170031075,32,10,3,32-10-3
1005170033581,32,8,5,32-8-5
1005170037138,32,10,4,32-10-4
1005170037145,32,11,3,32-11-3
1005170047496,32,12,4,32-12-4
1005170048035,32,11,4,32-11-4
1005170048042,32,8,4,32-8-4
1005170048059,32,11,4,32-11-4
1005170048066,32,8,4,32-8-4
1005170048073,32,8,4,32-8-4
1005170048080,32,10,3,32-10-3
1005170048103,32,8,4,32-8-4
1005170048110,32,10,3,32-10-3
1005170048127,32,10,3,32-10-3
1005170048134,32,8,2,32-8-2
1005170049018,32,10,4,32-10-4
1005170049025,32,11,4,32-11-4
1005170049032,32,10,3,32-10-3
1005170049056,32,8,3,32-8-3
1005170051035,32,8,1,32-8-1
1005170051042,32,8,1,32-8-1
1005170051066,32,8,2,32-8-2
1005170051073,32,10,4,32-10-4
1005170051080,32,10,4,32-10-4
1005170051103,32,11,5,32-11-5
1005170051110,32,11,2,32-11-2
1005170051202,32,10,5,32-10-5
1005170051219,32,8,1,32-8-1
1005170051226,32,12,1,32-12-1
1005170051257,32,8,4,32-8-4
1005170051318,32,8,3,32-8-3
1005170051325,32,8,2,32-8-2
1005170051332,32,10,3,32-10-3
1005170051349,32,8,5,32-8-5
1005170051356,32,10,4,32-10-4
1005170051363,32,12,1,32-12-1
1005170051370,32,10,s,32-10-s
1005170051387,32,12,1,32-12-1
1005170051400,32,11,1,32-11-1
1005170051417,32,10,4,32-10-4
1005170057617,32,10,4,32-10-4
1005170057624,32,12,6,32-12-6
1005170083753,33,5,3,33-5-3
1005170084491,33,4,3,33-4-3
1005170084507,34,2,3,34-2-3
1005190006015,32,9,3,32-9-3
1006121000232,29,4,3,29-4-3
1032020250126,17,3,2,17-3-2
1042211172236,5,8,6,5-8-6
105852392850,32,1,0,32-1-0
105852393315,32,1,0,32-1-0
105852393345,32,5,1,32-5-1
105852393349,31,1,2,31-1-2
10628816060949,35,5,3,35-5-3
1072687075960,38,4,2,38-4-2
1076621623026,18,4,3,18-4-3
1094922216686,23,2,3,23-2-3
1094922230224,23,1,4,23-1-4
1094922230330,23,1,2,23-1-2
1094922230446,23,1,3,23-1-3
1094922230552,23,1,3,23-1-3
1094922230682,23,1,2,23-1-2
1094922230750,23,1,3,23-1-3
1094922287181,23,1,3,23-1-3
1094922287488,24,1,3,24-1-3
1105852392820,31,1,2,31-1-2
1105852392830,31,1,2,31-1-2
1105852392850,32,1,0,32-1-0
1105852392860,31,6,0,31-6-0
1105852392870,30,6,5,30-6-5
1105852392890,31,1,4,31-1-4
1105852392910,32,6,0,32-6-0
1105852392920,31,1,6,31-1-6
1105852392930,31,1,1,31-1-1
1105852392940,31,1,5,31-1-5
1105852392950,31,1,3,31-1-3
1105852392960,32,6,0,32-6-0
1105852392970,31,1,1,31-1-1
1105852392980,30,6,4,30-6-4
1105852392990,31,1,5,31-1-5
1105852393000,31,1,6,31-1-6
1105852393010,31,1,2,31-1-2
1105852393020,31,1,5,31-1-5
1105852393030,31,1,4,31-1-4
1105852393070,31,1,1,31-1-1
1105852393080,31,1,5,31-1-5
1105852393090,31,1,5,31-1-5
1105852393100,31,1,5,31-1-5
1105852393110,31,1,5,31-1-5
1105852393120,31,1,2,31-1-2
1105852393130,31,1,5,31-1-5
1105852393140,31,1,6,31-1-6
1105852393150,31,3,4,31-3-4
1105852393165,29,4,5,29-4-5
1105852393180,30,4,2,30-4-2
1105852393195,29,6,4,29-6-4
1105852393210,31,1,5,31-1-5
1105852393225,31,1,2,31-1-2
1105852393240,31,1,1,31-1-1
1105852393255,32,1,0,32-1-0
1105852393260,31,1,1,31-1-1
1105852393265,30,3,2,30-3-2
1105852393285,32,1,0,32-1-0
1105852393290,31,6,1,31-6-1
1105852393295,32,6,2,32-6-2
1105852393300,32,1,2,32-1-2
1105852393305,31,1,2,31-1-2
1105852393310,32,6,0,32-6-0
1105852393320,32,6,0,32-6-0
1105852393330,31,2,5,31-2-5
1105852393335,31,1,3,31-1-3
1105852393344,31,1,3,31-1-3
1112020802362,14,4,4,14-4-4
11122210,23,4,1,23-4-1
11122211,23,4,2,23-4-2
11122212,23,4,2,23-4-2
11122213,23,4,2,23-4-2
11122214,23,4,2,23-4-2
11122215,23,4,1,23-4-1
11122216,23,4,1,23-4-1
11122217,23,4,1,23-4-1
11122222,21,1,1,21-1-1
11122234,23,4,1,23-4-1
111246,29,2,5,29-2-5
111278,29,1,5,29-1-5
1112999,30,2,5,30-2-5
1113101104344,6,6,3,6-6-3
1122020803214,14,4,4,14-4-4
1122864461212,35,4,3,35-4-3
1128,32,5,4,32-5-4
1172021250203,15,9,4,15-9-4
1202,32,2,1,32-2-1
1202021250238,15,9,4,15-9-4
1205852392120,37,1,0,37-1-0
1205852392150,37,1,0,37-1-0
1210000800138,26,9,2,26-9-2
1210000800145,26,9,2,26-9-2
1210000800169,26,9,2,26-9-2
1210000800176,26,9,2,26-9-2
1210000800251,26,10,2,26-10-2
1210000800268,26,10,2,26-10-2
1210000800275,26,9,2,26-9-2
1210000800336,26,10,2,26-10-2
1210000800527,26,10,2,26-10-2
1211170770702,39,6,3,39-6-3
1211808080883,39,6,4,39-6-4
1220000230002,26,9,2,26-9-2
1220000230019,26,9,2,26-9-2
1220000230033,26,9,2,26-9-2
1220000230040,26,9,2,26-9-2
1220000230200,26,9,2,26-9-2
1220001800006,31,4,1,31-4-1
1220002000009,31,5,1,31-5-1
1230000007313,34,4,2,34-4-2
1230003000007,31,6,4,31-6-4
1230003700006,31,6,4,31-6-4
1230004100003,31,6,3,31-6-3
1230005800001,32,1,1,32-1-1
1230006300005,31,6,4,31-6-4
1230006400002,31,5,5,31-5-5
1230006500009,31,5,3,31-5-3
1230006900007,31,6,6,31-6-6
1230010400005,31,6,5,31-6-5
1230011100003,31,6,1,31-6-1
1230011400004,31,5,4,31-5-4
1230011600008,31,6,5,31-6-5
1230011900009,32,6,3,32-6-3
1230012400003,31,6,6,31-6-6
1230013100001,31,6,5,31-6-5
1232021250204,17,3,2,17-3-2
1234001000007,32,5,5,32-5-5
1234009300000,32,6,3,32-6-3
1234009400007,31,6,4,31-6-4
1234009700008,31,5,3,31-5-3
1234010300006,31,6,3,31-6-3
1234010400003,31,6,2,31-6-2
1234012000001,31,6,4,31-6-4
1234013500014,31,6,4,31-6-4
1234014000001,31,6,3,31-6-3
1234015900003,31,6,4,31-6-4
1234016200003,31,6,4,31-6-4
1234016300000,31,6,5,31-6-5
1234019600001,31,5,4,31-5-4
1234020000002,31,6,6,31-6-6
1234020100009,31,6,5,31-6-5
1234020300003,31,5,5,31-5-5
1234021600003,31,5,6,31-5-6
1234023500004,31,6,0,31-6-0
1234023600001,31,6,0,31-6-0
1234023700008,31,6,0,31-6-0
1234023800005,31,7,1,31-7-1
1234024600000,31,6,3,31-6-3
1234024700007,31,5,3,31-5-3
123456789012,30,10,3,30-10-3
1238590101299,13,3,2,13-3-2
1242021500209,18,6,5,18-6-5
1244926910800,13,11,4,13-11-4
1244926922100,13,11,4,13-11-4
1244926922117,13,11,4,13-11-4
1244926922292,7,4,5,7-4-5
1244926922605,7,8,6,7-8-6
1244926922827,7,11,2,7-11-2
1244926922834,7,11,2,7-11-2
1244926922841,7,10,2,7-10-2
1244926922858,7,8,6,7-8-6
1244926922865,13,12,4,13-12-4
1244926922872,7,8,6,7-8-6
1244926922889,7,8,6,7-8-6
1244926922896,7,10,3,7-10-3
1244926927631,7,11,2,7-11-2
1244926950677,13,11,4,13-11-4
1244926967521,7,11,2,7-11-2
1244926976196,7,11,1,7-11-1
1244926978626,7,10,2,7-10-2
1252211100997,7,6,2,7-6-2
1252213428914,7,6,2,7-6-2
1270054784,38,5,3,38-5-3
1270054785,37,3,4,37-3-4
1270064785,37,5,4,37-5-4
12754784,37,2,4,37-2-4
1280000500000,31,4,6,31-4-6
1292021250307,3,11,2,3-11-2
1321412341239,30,11,3,30-11-3
1400300200022,24,1,4,24-1-4
1400300200046,24,1,3,24-1-3
1400300200053,24,1,4,24-1-4
1400300200060,24,1,5,24-1-5
1400300200077,24,1,2,24-1-2
1400300200084,24,1,4,24-1-4
1400300200107,24,1,4,24-1-4
1400300200114,24,1,4,24-1-4
1400300200152,24,1,3,24-1-3
1400300200190,24,1,4,24-1-4
1400300200251,24,1,3,24-1-3
1400300200305,24,1,5,24-1-5
1422812422006,24,1,2,24-1-2
1442022125207,14,8,5,14-8-5
1452022125305,14,8,5,14-8-5
1462022125403,14,8,5,14-8-5
1529871598748,7,6,2,7-6-2
1542022250807,14,8,5,14-8-5
1552022805006,14,4,4,14-4-4
1562022806002,14,4,4,14-4-4
15902704994772,29,6,1,29-6-1
1616404443955,17,7,3,17-7-3
1770423387055,10,3,4,10-3-4
1780533333095,7,7,3,7-7-3
18412122050273,31,2,2,31-2-2
1881725910794,29,6,4,29-6-4
1915744019913,4,8,3,4-8-3
195893267422,24,2,3,24-2-3
196852175840,33,2,4,33-2-4
196852296750,33,2,4,33-2-4
196852899265,33,2,4,33-2-4
1992844937736,8,7,1,8-7-1
1992846514942,4,7,1,4-7-1
1992847138192,4,7,1,4-7-1
1992847769068,8,7,1,8-7-1
2000057134817,5,7,1,5-7-1
2000472790179,32,1,5,32-1-5
2000472791831,32,1,5,32-1-5
2000472791855,32,1,5,32-1-5
2005010857,34,2,4,34-2-4
2010001904755,31,2,4,31-2-4
2010p,27,3,2,27-3-2
2010PM,27,2,3,27-2-3
2018795679057,7,9,4,7-9-4
2022100514537,30,1,0,30-1-0
2022100514544,30,1,0,30-1-0
2022100514957,29,6,1,29-6-1
2022100515190,30,4,3,30-4-3
2022100515404,30,1,0,30-1-0
2022100515640,30,1,0,30-1-0
2022100515848,30,1,0,30-1-0
2022100516739,30,1,0,30-1-0
2022100516746,30,1,0,30-1-0
2022121271273,37,4,3,37-4-3
2023023900146,30,1,0,30-1-0
2023032900016,29,4,2,29-4-2
2023032900023,29,5,5,29-5-5
2023032900047,29,5,5,29-5-5
2023032900054,29,2,4,29-2-4
2023032900061,29,4,1,29-4-1
2023032900078,29,4,2,29-4-2
2023032900085,29,4,3,29-4-3
2023032900092,29,4,1,29-4-1
2023032900108,29,4,2,29-4-2
2023032900122,29,4,1,29-4-1
2023032900139,29,4,2,29-4-2
2023032900146,30,2,4,30-2-4
2023032900160,30,3,2,30-3-2
2023032900221,32,2,3,32-2-3
2023032900238,40,3,2,40-3-2
2023032900245,39,4,1,39-4-1
202303290045,29,5,5,29-5-5
202303290069,29,3,2,29-3-2
2023032900757,30,2,3,30-2-3
2023032900771,30,2,5,30-2-5
2023032900795,38,4,1,38-4-1
202303290090,29,1,5,29-1-5
2023050422118,29,4,4,29-4-4
2023050422811,29,4,4,29-4-4
2023073123016,30,6,2,30-6-2
2023100515388,29,2,3,29-2-3
2023100517344,30,1,0,30-1-0
2023100517931,30,1,0,30-1-0
2023100517948,30,1,0,30-1-0
2023100517962,30,1,0,30-1-0
2023121591316,27,4,2,27-4-2
2023121591330,27,5,2,27-5-2
2023121591347,27,4,1,27-4-1
2023121591354,27,5,1,27-5-1
2023121591361,27,4,2,27-4-2
2023121591439,27,0,28,27-0-28
2024041600836,30,2,1,30-2-1
2024041600843,29,1,2,29-1-2
2024041600850,29,1,4,29-1-4
2024041600867,29,1,1,29-1-1
2024041600874,30,5,4,30-5-4
2024041600881,30,3,2,30-3-2
2024041600898,30,3,3,30-3-3
2024041600904,30,4,3,30-4-3
2024041600911,30,3,5,30-3-5
