barcode,line,stand,bin,location
8858854652300,23,0,0,23-0-0
8858854652317,25,1,3,25-1-3
8858854652355,25,12,3,25-12-3
8858854652362,3,7,3,3-7-3
8858854652379,13,12,2,13-12-2
8858854652386,13,12,2,13-12-2
8858854652393,25,12,3,25-12-3
8858854652409,25,12,3,25-12-3
8858854652416,12,1,4,12-1-4
8858854652423,12,2,4,12-2-4
8858854652430,12,3,6,12-3-6
8858854652447,7,3,4,7-3-4
8858854652836,14,1,5,14-1-5
8858854652843,14,1,5,14-1-5
8858854652898,15,4,2,15-4-2
8858854652904,15,4,2,15-4-2
8858854652911,15,4,2,15-4-2
8858854652928,14,1,4,14-1-4
8858854652935,12,1,5,12-1-5
8858854652942,12,1,5,12-1-5
8858854652959,12,1,5,12-1-5
8858854652966,14,1,4,14-1-4
8858854654175,18,2,2,18-2-2
8858856419709,35,4,2,35-4-2
88588854615206,6,3,5,6-3-5
8858955006347,14,4,4,14-4-4
8859010900051,25,1,4,25-1-4
8859362502095,10,1,3,10-1-3
8859362504228,25,1,4,25-1-4
8859362504235,10,1,4,10-1-4
8859362505584,26,6,3,26-6-3
8859362505591,25,3,4,25-3-4
8859362505607,25,3,4,25-3-4
8859362507274,26,6,3,26-6-3
8859362508493,25,2,2,25-2-2
8859362508554,25,10,1,25-10-1
8859362508707,15,3,4,15-3-4
8859362509094,12,3,4,12-3-4
8859362509452,26,6,2,26-6-2
8859362509483,15,3,4,15-3-4
8859362509674,16,3,4,16-3-4
8859362509704,25,1,4,25-1-4
8859362509926,12,1,3,12-1-3
8859362509933,12,1,3,12-1-3
8859362509940,12,1,3,12-1-3
8859362509957,12,1,3,12-1-3
8859362510106,23,1,3,23-1-3
8859362510113,24,2,5,24-2-5
8859362510120,13,1,4,13-1-4
8859362510755,12,2,3,12-2-3
8859362511103,10,1,3,10-1-3
8859362511141,23,6,2,23-6-2
8859362511745,25,2,2,25-2-2
8859362512155,35,2,4,35-2-4
8859362512353,25,10,2,25-10-2
8859362512360,25,10,2,25-10-2
8859362512377,25,10,2,25-10-2
8859362512803,16,2,1,16-2-1
8859362512810,16,2,1,16-2-1
8859362512827,16,2,1,16-2-1
8859362513053,25,2,2,25-2-2
8859362513572,25,2,2,25-2-2
8859362513589,25,10,1,25-10-1
8859362513701,15,7,6,15-7-6
8859362513718,16,7,5,16-7-5
8859362513725,16,7,5,16-7-5
8859362513732,16,7,6,16-7-6
8859362513749,16,7,5,16-7-5
8859362513756,25,10,1,25-10-1
8859362513763,25,10,1,25-10-1
8859362513770,25,10,1,25-10-1
8859362513787,25,10,1,25-10-1
8859362513794,25,10,1,25-10-1
8859362513800,25,10,1,25-10-1
8859362513817,25,10,1,25-10-1
8859362513824,25,10,1,25-10-1
8859362513916,25,1,0,25-1-0
8859362513954,25,10,1,25-10-1
8859362513961,25,10,1,25-10-1
8859362514043,25,10,1,25-10-1
8859362514302,25,10,1,25-10-1
8859362514319,25,10,1,25-10-1
8859362514326,25,10,1,25-10-1
8859362514807,25,1,0,25-1-0
8859362514814,25,1,0,25-1-0
8859590600112,15,9,1,15-9-1
8859590600150,12,7,1,12-7-1
8859590600341,15,9,1,15-9-1
8859590600358,15,0,16,15-0-16
8859590600365,15,9,1,15-9-1
8859655695282,40,0,0,40-0-0
8859655695299,40,0,0,40-0-0
8859655695305,40,0,0,40-0-0
8859655695312,40,0,0,40-0-0
8859655695329,40,0,0,40-0-0
8859655695343,40,0,0,40-0-0
8859655695350,40,0,0,40-0-0
8859655695367,39,1,2,39-1-2
8859655695374,39,6,1,39-6-1
8859655695381,39,1,2,39-1-2
8859655695398,39,5,3,39-5-3
8859655695404,39,1,3,39-1-3
8859655695411,40,1,2,40-1-2
8859655695428,39,1,3,39-1-3
8859690400476,16,1,2,16-1-2
8859690400797,12,1,4,12-1-4
8859690401015,12,1,3,12-1-3
8859690401046,11,6,6,11-6-6
8859690401480,36,6,3,36-6-3
8859690404160,12,2,3,12-2-3
8859807900011,22,11,2,22-11-2
8859807900035,22,11,2,22-11-2
8859807900066,22,10,1,22-10-1
8859807900080,22,11,2,22-11-2
886011000853,22,8,5,22-8-5
8886304600373,13,8,5,13-8-5
8886304602018,13,11,1,13-11-1
8886451008992,20,11,4,20-11-4
8886451009012,20,0,0,20-0-0
8886451009029,20,10,1,20-10-1
8886451009043,20,0,0,20-0-0
8886451009067,20,0,0,20-0-0
8886451009173,20,7,5,20-7-5
8886451009197,20,10,1,20-10-1
8886451009203,20,7,0,20-7-0
8886459202446,17,11,3,17-11-3
8886459202453,19,5,5,19-5-5
8886459202460,18,11,4,18-11-4
8886459202477,18,12,5,18-12-5
8886459261597,17,12,4,17-12-4
8886459261856,15,4,4,15-4-4
8886459261863,15,5,1,15-5-1
8886459262099,15,4,4,15-4-4
8886459262105,15,4,4,15-4-4
8886467002205,3,6,5,3-6-5
8886467002212,7,6,4,7-6-4
8886467002236,7,6,4,7-6-4
8886467002243,7,5,4,7-5-4
8886467002588,3,6,5,3-6-5
8886467002595,3,6,4,3-6-4
8886467002601,3,6,4,3-6-4
8886467002618,7,6,4,7-6-4
8886467024207,38,1,2,38-1-2
8886467036071,35,2,5,35-2-5
8886467036088,35,1,5,35-1-5
8886467038051,25,0,0,25-0-0
8886467038082,26,3,1,26-3-1
8886467038099,26,4,1,26-4-1
8886467038129,25,0,0,25-0-0
8886467065941,35,2,3,35-2-3
8886467065958,35,2,2,35-2-2
8886467065965,35,2,3,35-2-3
8886467068799,25,11,4,25-11-4
8886467068805,25,11,4,25-11-4
8886467068812,25,11,4,25-11-4
8886467078101,35,2,4,35-2-4
8886467078118,35,2,4,35-2-4
8886467080074,10,3,4,10-3-4
8887549233120,38,10,3,38-10-3
8887549600654,38,5,5,38-5-5
8888021205404,38,4,4,38-4-4
8888021205411,38,4,3,38-4-3
8888086785934,27,4,1,27-4-1
8888115000113,33,2,2,33-2-2
8888115000229,33,2,2,33-2-2
8888202003829,15,7,4,15-7-4
8888202003836,15,7,4,15-7-4
8888202005069,19,3,3,19-3-3
8888202005076,19,3,2,19-3-2
8888202026422,19,2,2,19-2-2
8888202026835,15,7,4,15-7-4
8888202035202,15,7,4,15-7-4
8888202035240,19,2,4,19-2-4
8888202045737,19,3,2,19-3-2
8888202055835,15,7,4,15-7-4
8888202062673,16,2,7,16-2-7
8888826016588,30,10,4,30-10-4
8890782551814,25,10,5,25-10-5
8895527922681,30,6,1,30-6-1
889714000038,9,1,1,9-1-1
889714000434,9,1,1,9-1-1
889714001929,9,1,1,9-1-1
8901012123515,34,1,0,34-1-0
8901023001130,5,8,1,5-8-1
8901023001208,5,8,1,5-8-1
8901023001765,8,5,4,8-5-4
8901023001772,7,2,4,7-2-4
8901023001789,8,5,2,8-5-2
8901023018688,5,2,2,5-2-2
8901023018695,5,2,2,5-2-2
8901023025068,28,9,5,28-9-5
8901023025075,28,9,5,28-9-5
8901023025082,28,11,2,28-11-2
8901023025181,28,9,5,28-9-5
8901023025846,28,9,5,28-9-5
8901023028434,28,11,2,28-11-2
8901030003066,18,8,2,18-8-2
8901030003677,19,3,2,19-3-2
8901030003707,19,3,2,19-3-2
8901030613388,19,3,4,19-3-4
8901030623752,12,5,3,12-5-3
8901030740411,19,3,2,19-3-2
8901030781711,18,2,2,18-2-2
8901030910845,14,6,3,14-6-3
8901030910852,13,7,4,13-7-4
8901030910869,14,4,2,14-4-2
8901030910876,13,7,4,13-7-4
8901030910883,14,6,2,14-6-2
8901030910890,14,4,2,14-4-2
8901030912276,7,9,2,7-9-2
8901030912283,8,10,3,8-10-3
8901030912290,7,11,4,7-11-4
8901030912306,8,10,2,8-10-2
8901088020039,7,6,0,7-6-0
8901088022514,7,6,0,7-6-0
8901088055314,7,11,3,7-11-3
8901088055338,7,8,1,7-8-1
8901088074438,8,8,1,8-8-1
8901088074445,7,8,2,7-8-2
8901088080279,7,6,0,7-6-0
8901088080293,7,6,0,7-6-0
8901088095754,14,1,3,14-1-3
8901088095860,14,3,2,14-3-2
8901088137829,7,9,4,7-9-4
8901088137836,7,6,0,7-6-0
8901088149587,7,6,0,7-6-0
8901088149594,7,6,0,7-6-0
8901088150521,13,2,2,13-2-2
8901088150620,14,3,2,14-3-2
8901088167932,14,3,2,14-3-2
8901088168861,8,4,2,8-4-2
8901088168878,7,6,0,7-6-0
8901088168885,8,7,5,8-7-5
8901088168892,7,6,0,7-6-0
8901088182591,14,9,3,14-9-3
8901088200226,7,6,0,7-6-0
8901088200714,7,6,0,7-6-0
8901088200721,7,6,0,7-6-0
8901088200738,14,3,2,14-3-2
8901088200837,14,3,2,14-3-2
8901088201308,7,6,0,7-6-0
8901088201315,8,9,5,8-9-5
8901088203913,7,9,1,7-9-1
8901088203920,7,12,3,7-12-3
8901088210553,8,7,5,8-7-5
8901088210560,7,6,0,7-6-0
8901088212588,7,6,0,7-6-0
8901088212595,7,12,4,7-12-4
8901088730754,8,10,3,8-10-3
8901088735032,8,8,4,8-8-4
8901088735124,8,7,4,8-7-4
8901088735308,8,10,4,8-10-4
8901088754866,7,10,1,7-10-1
8901088754897,7,9,4,7-9-4
8901088758369,8,9,5,8-9-5
8901088758390,8,10,1,8-10-1
8901088758611,8,11,4,8-11-4
8901088758635,7,9,4,7-9-4
8901088758642,8,9,3,8-9-3
8901088769396,15,1,5,15-1-5
8901088769402,16,2,1,16-2-1
8901088769457,16,2,1,16-2-1
8901088769464,16,2,1,16-2-1
8901088770453,7,9,2,7-9-2
8901088770460,7,10,3,7-10-3
8901088770514,7,10,2,7-10-2
8901088773737,3,3,4,3-3-4
8901088773751,3,3,4,3-3-4
8901088773768,3,3,4,3-3-4
8901088776103,8,8,2,8-8-2
8901103017044,8,11,2,8-11-2
8901109783134,13,8,3,13-8-3
8901138500054,25,2,5,25-2-5
8901138500061,25,2,5,25-2-5
8901138500306,10,11,5,10-11-5
8901138500467,25,10,4,25-10-4
8901138500474,25,12,5,25-12-5
8901138500481,13,7,4,13-7-4
8901138505745,4,7,4,4-7-4
8901138505769,4,8,5,4-8-5
8901138505813,4,8,5,4-8-5
8901138505837,3,7,3,3-7-3
8901138505844,4,8,5,4-8-5
8901138505868,4,9,4,4-9-4
8901138505967,13,7,4,13-7-4
8901138506377,13,7,4,13-7-4
8901138507558,8,11,4,8-11-4
8901138507565,8,11,4,8-11-4
8901138508050,15,3,5,15-3-5
8901138510046,36,4,3,36-4-3
8901138511456,17,3,2,17-3-2
8901138511470,15,3,5,15-3-5
8901138511494,13,7,4,13-7-4
8901138511784,26,3,2,26-3-2
8901138511814,18,7,0,18-7-0
8901138512170,13,7,4,13-7-4
8901138512576,18,6,4,18-6-4
8901138512583,15,3,5,15-3-5
8901138512606,12,1,5,12-1-5
8901138512811,25,12,5,25-12-5
8901138512903,18,6,3,18-6-3
8901138513146,18,6,4,18-6-4
8901138513153,18,7,2,18-7-2
8901138513573,18,6,4,18-6-4
8901138711900,25,2,5,25-2-5
8901138713881,13,8,2,13-8-2
8901138815721,8,11,4,8-11-4
8901138815738,8,11,3,8-11-3
8901138815943,4,8,4,4-8-4
8901138816582,15,3,5,15-3-5
8901138818777,26,3,2,26-3-2
8901138819262,18,8,5,18-8-5
8901138819668,25,11,2,25-11-2
8901138819965,25,11,5,25-11-5
8901138819972,15,3,5,15-3-5
8901138821272,11,8,3,11-8-3
8901138821777,8,11,3,8-11-3
8901138821791,8,11,3,8-11-3
8901138823313,11,1,3,11-1-3
8901138823320,12,3,1,12-3-1
8901138825584,10,9,3,10-9-3
8901138825607,10,11,3,10-11-3
8901138833527,13,8,3,13-8-3
8901138833534,13,8,3,13-8-3
8901138834555,12,1,5,12-1-5
8901157045017,28,11,3,28-11-3
8901157045024,28,9,5,28-9-5
8901157045062,28,11,5,28-11-5
8901157045086,28,9,5,28-9-5
8901157045130,28,11,3,28-11-3
8901162140059,7,4,3,7-4-3
8901162140189,7,4,3,7-4-3
8901177100208,33,1,2,33-1-2
8901177100505,33,1,3,33-1-3
8901177101014,33,1,1,33-1-1
8901177101502,33,1,1,33-1-1
8901200200042,7,9,1,7-9-1
8901200200073,7,12,3,7-12-3
8901200200110,7,10,1,7-10-1
8901200200196,7,8,2,7-8-2
8901207000324,9,4,3,9-4-3
8901207040986,2,1,5,2-1-5
8901248165006,11,7,2,11-7-2
8901248230025,2,12,2,2-12-2
8901248240277,2,12,2,2-12-2
8901248240284,2,12,2,2-12-2
8901248240338,2,12,2,2-12-2
8901248240345,2,12,2,2-12-2
8901248303507,8,3,3,8-3-3
8901248349000,10,3,3,10-3-3
8901248349024,10,3,3,10-3-3
8901248451048,8,9,4,8-9-4
8901248451147,7,9,4,7-9-4
8901248451154,8,8,4,8-8-4
8901248451949,2,12,2,2-12-2
8901248451956,2,12,2,2-12-2
8901248456005,8,9,3,8-9-3
8901248456012,8,11,2,8-11-2
8901248478175,2,12,2,2-12-2
8901248478267,2,12,2,2-12-2
8901248478274,2,12,2,2-12-2
8901277007087,28,12,1,28-12-1
8901277008442,28,12,1,28-12-1
8901277011497,28,11,1,28-11-1
8901277016997,28,11,1,28-11-1
8901277017086,28,12,1,28-12-1
8901277017093,28,1,2,28-1-2
8901526591664,6,4,5,6-4-5
8901526591671,6,4,4,6-4-4
8901526652709,22,6,5,22-6-5
8901526652747,21,3,4,21-3-4
8901526652785,21,2,5,21-2-5
8901526652822,22,6,4,22-6-4
8901526652860,21,3,5,21-3-5
8901526652907,21,3,6,21-3-6
8901526652945,22,6,4,22-6-4
8901526652990,22,6,4,22-6-4
8901526653041,22,6,4,22-6-4
8901526653201,22,6,4,22-6-4
8901526680573,23,2,3,23-2-3
8903387099945,28,11,1,28-11-1
8903387099952,28,11,1,28-11-1
8903387099969,28,11,1,28-11-1
8903387099976,28,11,1,28-11-1
8903387099983,28,11,1,28-11-1
8903387099990,28,11,1,28-11-1
8903387100146,16,8,3,16-8-3
8903387100153,16,8,3,16-8-3
8903387100160,16,8,3,16-8-3
8903387100177,16,8,3,16-8-3
8903387100184,16,8,3,16-8-3
8903424045058,34,12,1,34-12-1
8903424045065,34,12,1,34-12-1
8903424045072,34,12,1,34-12-1
8903424045089,34,12,1,34-12-1
8903424046055,34,12,1,34-12-1
8903424046062,34,12,1,34-12-1
8903424046079,34,12,1,34-12-1
8903424046086,34,12,1,34-12-1
8903424142054,34,12,1,34-12-1
8903424142061,34,12,1,34-12-1
8903424288073,34,12,1,34-12-1
8903424288097,34,12,1,34-12-1
8903456789012,5,9,3,5-9-3
8904023000578,8,2,1,8-2-1
8904023000745,7,6,1,7-6-1
8904023000851,7,6,1,7-6-1
8904023005276,4,8,1,4-8-1
8904023007539,7,5,5,7-5-5
8904023007546,7,4,5,7-4-5
8904023007577,7,5,5,7-5-5
8904023007584,7,5,5,7-5-5
8904023007904,7,4,5,7-4-5
8904023007911,7,5,5,7-5-5
8904023007997,7,5,5,7-5-5
8904023008000,7,4,5,7-4-5
8904023008529,4,5,3,4-5-3
8904023008536,4,4,2,4-4-2
8904023008673,4,4,2,4-4-2
8904023008680,4,8,2,4-8-2
8904023008949,8,2,2,8-2-2
8904023008956,4,8,2,4-8-2
8904023008963,4,4,3,4-4-3
8904023009144,10,9,3,10-9-3
8904023009519,4,4,2,4-4-2
8904023009526,3,4,1,3-4-1
8904023009694,4,4,1,4-4-1
8904023009700,4,8,1,4-8-1
8904023009717,4,4,4,4-4-4
8904023009731,4,3,2,4-3-2
8904023009830,3,3,1,3-3-1
8904023009984,7,3,2,7-3-2
8904023009991,7,4,1,7-4-1
8904023010003,7,4,1,7-4-1
8904023010577,7,4,5,7-4-5
8904023010584,7,5,5,7-5-5
8904023010591,7,5,5,7-5-5
8904023013325,15,5,3,15-5-3
8904023013332,15,5,3,15-5-3
8904023013424,9,4,3,9-4-3
8904023013486,7,5,1,7-5-1
8904023014186,4,4,2,4-4-2
8904023014193,4,4,2,4-4-2
8904023014698,3,2,2,3-2-2
8904117400864,40,4,3,40-4-3
8904117400888,40,7,2,40-7-2
8904117400895,40,7,6,40-7-6
8904117400901,39,3,4,39-3-4
8904117400949,40,4,3,40-4-3
8904117401502,39,6,2,39-6-2
8904158007282,19,2,1,19-2-1
8904158007299,17,5,0,17-5-0
8904158007527,19,2,1,19-2-1
8904158007534,19,2,1,19-2-1
8904158007541,19,2,2,19-2-2
8904390200533,26,6,4,26-6-4
8904390200540,26,6,6,26-6-6
8904390200700,36,4,3,36-4-3
8904390200878,8,2,3,8-2-3
8904390202063,25,3,5,25-3-5
8904390203732,26,6,8,26-6-8
8904390203824,26,6,8,26-6-8
8904390203848,26,6,8,26-6-8
8904390206429,25,2,1,25-2-1
8904390206436,25,2,1,25-2-1
8904390206474,25,2,1,25-2-1
8904567890123,5,9,4,5-9-4
8906007930093,35,1,4,35-1-4
8906007930109,35,1,5,35-1-5
8906007930116,35,1,5,35-1-5
8906007930130,35,1,5,35-1-5
8906007930147,35,1,5,35-1-5
8906007930154,35,1,5,35-1-5
8906007930161,35,1,5,35-1-5
8906007930178,35,1,5,35-1-5
8906007930185,35,1,5,35-1-5
8906007930192,35,1,5,35-1-5
8906008400021,5,10,3,5-10-3
8906008400038,5,2,1,5-2-1
8906008400045,5,2,1,5-2-1
8906010081256,8,9,4,8-9-4
8906010085049,8,9,4,8-9-4
8906010086305,8,9,4,8-9-4
8906014765947,7,7,3,7-7-3
8906014765961,7,7,3,7-7-3
8906014765978,7,7,3,7-7-3
8906014765985,7,7,3,7-7-3
8906014765992,7,7,3,7-7-3
8906023885919,13,4,2,13-4-2
8906023885926,13,3,2,13-3-2
8906023885933,14,4,3,14-4-3
8906023885940,13,3,2,13-3-2
8906023885957,14,5,3,14-5-3
8906023885964,14,5,3,14-5-3
8906023885971,13,4,2,13-4-2
8906037625464,15,5,1,15-5-1
8906037625471,15,4,1,15-4-1
8906037625488,15,4,1,15-4-1
8906037625501,18,1,1,18-1-1
8906037625518,19,1,1,19-1-1
8906037625532,18,1,1,18-1-1
8906037625549,18,1,1,18-1-1
8906037625556,15,1,1,15-1-1
8906037625563,15,1,1,15-1-1
8906037625570,16,3,3,16-3-3
8906037625594,15,1,1,15-1-1
8906037625914,15,1,3,15-1-3
8906038010733,38,5,2,38-5-2
8906075762206,16,4,3,16-4-3
8906075762213,16,4,3,16-4-3
8906081442086,37,3,3,37-3-3
8906081442093,37,3,3,37-3-3
8906106240000,9,1,2,9-1-2
8906112800816,16,4,2,16-4-2
8906112800823,16,4,2,16-4-2
8906112800830,16,4,2,16-4-2
8906112800847,16,4,2,16-4-2
8906112800854,16,5,4,16-5-4
8906112801486,12,1`,3,12-1`-3
8906112801493,11,4,3,11-4-3
8906112801509,12,2,3,12-2-3
8906112801516,12,2,3,12-2-3
8906112801523,11,3,3,11-3-3
8906112801530,11,3,1,11-3-1
8906124301042,38,2,3,38-2-3
8906124301059,38,3,5,38-3-5
8906124301271,38,2,3,38-2-3
8906124302063,40,1,3,40-1-3
8906124302605,36,3,2,36-3-2
8906124302650,38,1,3,38-1-3
8906125380398,14,4,5,14-4-5
8906125380404,14,4,5,14-4-5
8906125380411,13,8,4,13-8-4
8906125380428,14,4,5,14-4-5
8906125380435,13,7,2,13-7-2
8906125380466,14,5,5,14-5-5
8906125380473,14,5,5,14-5-5
8906125380480,14,3,5,14-3-5
8906125380497,14,4,3,14-4-3
8906125380633,13,3,2,13-3-2
8906125380640,13,4,2,13-4-2
8906125380657,13,3,2,13-3-2
8906125380664,13,6,3,13-6-3
8906125380671,13,3,2,13-3-2
8906125380688,13,3,2,13-3-2
8906125380695,13,4,2,13-4-2
8906125380701,13,3,2,13-3-2
8906125385409,13,0,14,13-0-14
8906125387120,13,4,3,13-4-3
8906128100016,22,2,5,22-2-5
8906128100030,22,2,5,22-2-5
8906128100054,22,2,5,22-2-5
8906128100115,22,2,5,22-2-5
8906128100450,22,2,5,22-2-5
8906128100504,22,2,5,22-2-5
8906128100689,22,2,5,22-2-5
8906128100696,22,2,5,22-2-5
8906128100740,22,2,5,22-2-5
8906128100870,22,2,5,22-2-5
8906128100887,22,2,5,22-2-5
8906130520178,5,10,1,5-10-1
8906130520185,5,10,1,5-10-1
8906130520192,5,10,1,5-10-1
8906130520208,5,2,1,5-2-1
8906130520215,5,10,1,5-10-1
8906130520338,5,9,4,5-9-4
8906150530010,40,4,3,40-4-3
8906150530034,39,1,4,39-1-4
8906177030418,5,8,4,5-8-4
8906177030425,5,8,4,5-8-4
8907095476449,14,5,5,14-5-5
8907095476555,13,8,3,13-8-3
8907890127423,15,1,1,15-1-1
8907890127430,15,0,16,15-0-16
8908000105010,11,6,0,11-6-0
8908000105027,11,0,12,11-0-12
8908000105041,12,4,3,12-4-3
8908001158305,28,3,4,28-3-4
8908001158336,28,3,2,28-3-2
8908001158343,28,3,2,28-3-2
8908001158350,28,3,2,28-3-2
8908001158497,28,3,2,28-3-2
8908001158794,28,3,2,28-3-2
8908001158800,28,3,2,28-3-2
8908001158954,28,3,2,28-3-2
8908001158961,28,3,2,28-3-2
8908007100063,27,1,4,27-1-4
8908010245126,27,0,28,27-0-28
8908010245195,27,1,4,27-1-4
8908010299082,13,8,3,13-8-3
8908011235546,5,3,4,5-3-4
8908011235553,5,3,5,5-3-5
8908011235577,6,1,0,6-1-0
8908011235584,5,0,0,5-0-0
8908011235591,5,3,4,5-3-4
8908011235706,5,0,0,5-0-0
8908011235713,5,3,3,5-3-3
8908021124007,5,9,6,5-9-6
891773000270,34,1,3,34-1-3
891773000287,34,1,4,34-1-4
891773000294,34,1,3,34-1-3
891773000317,34,1,5,34-1-5
891773000324,34,1,2,34-1-2
892992002007,8,3,2,8-3-2
8930830269419,10,9,4,10-9-4
8934839135294,10,5,2,10-5-2
8934839135300,10,5,2,10-5-2
8934839135317,10,5,2,10-5-2
8934839135324,10,5,2,10-5-2
8934868152965,11,5,1,11-5-1
8934868152972,11,0,12,11-0-12
8934868152989,11,1,1,11-1-1
8934868152996,11,6,0,11-6-0
8934868165675,12,4,1,12-4-1
8934868165682,12,5,2,12-5-2
8939117259365,5,10,1,5-10-1
8939117281021,5,10,1,5-10-1
8944513793771,14,2,2,14-2-2
8950410159763,10,9,4,10-9-4
8961100311248,9,2,1,9-2-1
896364002374,24,2,4,24-2-4
896364002428,26,4,1,26-4-1
896364002749,21,2,1,21-2-1
896364002763,26,3,2,26-3-2
896364002770,23,2,6,23-2-6
896364002947,26,6,1,26-6-1
8964000114056,14,2,3,14-2-3
8964000114148,14,2,5,14-2-5
8964000114155,14,2,4,14-2-4
8964000267066,8,2,3,8-2-3
8964000267165,14,2,4,14-2-4
8964000267271,14,1,4,14-1-4
8964000390658,14,2,5,14-2-5
8964000577066,13,1,3,13-1-3
8964000577912,7,6,0,7-6-0
8964000577967,14,2,4,14-2-4
8964000577974,14,2,5,14-2-5
8964000737675,14,2,4,14-2-4
8964000737798,37,2,4,37-2-4
896968000028,28,10,4,28-10-4
896968000035,28,11,4,28-11-4
896968000042,28,10,4,28-10-4
896968000059,28,10,4,28-10-4
896968000073,28,10,3,28-10-3
896968000097,28,10,4,28-10-4
896968000127,28,10,4,28-10-4
896968000134,28,10,4,28-10-4
896968000141,4,8,2,4-8-2
896968000158,4,8,2,4-8-2
896968000165,4,8,2,4-8-2
896968000172,4,8,2,4-8-2
896968000202,23,0,24,23-0-24
896968000288,23,0,24,23-0-24
896968000295,23,0,24,23-0-24
896968000363,23,0,24,23-0-24
896968000448,23,0,24,23-0-24
896968000523,24,4,2,24-4-2
896968000530,24,4,1,24-4-1
896968000547,23,0,24,23-0-24
896968000554,24,4,2,24-4-2
896968000561,24,4,2,24-4-2
896968000578,23,4,3,23-4-3
896968000585,23,0,24,23-0-24
896968000646,24,6,2,24-6-2
898430001649,26,1,1,26-1-1
898430001663,26,1,1,26-1-1
898430001700,21,2,2,21-2-2
898430001717,26,1,1,26-1-1
898430001724,26,1,1,26-1-1
8992222052108,8,10,6,8-10-6
8992222053105,7,10,4,7-10-4
8992222053129,8,10,5,8-10-5
8992222054201,7,6,5,7-6-5
8992222054225,7,6,5,7-6-5
8992222054492,7,10,4,7-10-4
8992222054676,7,6,5,7-6-5
8992222054706,8,11,5,8-11-5
8992222054713,8,11,4,8-11-4
8992222054720,5,7,2,5-7-2
8992222054881,5,7,1,5-7-1
8992222054980,7,10,4,7-10-4
8992222055871,8,10,5,8-10-5
8992222056137,5,7,2,5-7-2
8992222056144,5,7,1,5-7-1
8992222300148,25,11,2,25-11-2
8992222300162,25,11,2,25-11-2
8992222300179,25,11,2,25-11-2
8992222300346,25,11,2,25-11-2
8992222300353,25,11,2,25-11-2
8992222300360,25,11,2,25-11-2
8992222300377,25,11,2,25-11-2
8992222300469,25,11,2,25-11-2
8992772377027,34,2,1,34-2-1
899280365439,15,0,0,15-0-0
8992803658347,12,2,2,12-2-2
8992803658439,16,0,0,16-0-0
8992803993769,15,8,2,15-8-2
8992803994056,15,2,1,15-2-1
8992803994094,16,4,4,16-4-4
8992803994117,15,0,0,15-0-0
8992803994148,12,4,3,12-4-3
8992803994193,15,0,0,15-0-0
8992803994322,15,0,0,15-0-0
8992856890817,13,0,14,13-0-14
8992856890824,13,0,14,13-0-14
8992856890831,13,0,14,13-0-14
8992856890848,13,0,14,13-0-14
8992856890855,13,0,14,13-0-14
8992856891654,13,0,14,13-0-14
8992982401697,7,6,0,7-6-0
8992982401703,5,8,1,5-8-1
8993176121049,33,2,2,33-2-2
8993176722161,33,2,2,33-2-2
8993176816921,33,2,1,33-2-1
8993176817027,33,2,2,33-2-2
8993176817041,33,2,2,33-2-2
8993176817102,33,1,4,33-1-4
8993176818079,13,8,3,13-8-3
8993176818093,13,8,3,13-8-3
8993417200410,8,4,4,8-4-4
8993417200427,8,4,4,8-4-4
8993417200434,8,4,4,8-4-4
8993417200441,8,4,4,8-4-4
8993417200458,8,4,4,8-4-4
8993417200465,8,4,4,8-4-4
8993417200472,8,4,4,8-4-4
8993417307218,5,7,3,5-7-3
8993417307225,5,7,3,5-7-3
8994993016914,25,12,5,25-12-5
8994993025626,25,1,6,25-1-6
8994993026976,23,6,6,23-6-6
8994993027156,25,12,5,25-12-5
8994993027316,25,1,5,25-1-5
8994993028276,23,2,5,23-2-5
8994993028313,23,6,6,23-6-6
8994993028894,26,4,4,26-4-4
8994993029068,23,2,4,23-2-4
8994993029266,23,2,3,23-2-3
8994993034307,25,1,5,25-1-5
899681002034,8,2,4,8-2-4
899681002041,3,7,3,3-7-3
899681002058,8,5,4,8-5-4
899681002065,3,7,3,3-7-3
899681002089,7,5,5,7-5-5
899681002157,8,3,5,8-3-5
899681002454,3,8,1,3-8-1
899681002553,8,4,3,8-4-3
899681002652,3,10,5,3-10-5
8999999057978,25,1,4,25-1-4
8999999059736,25,11,4,25-11-4
8999999060077,25,12,5,25-12-5
8999999060237,25,12,3,25-12-3
9000100398701,4,7,4,4-7-4
9000100695732,8,10,4,8-10-4
9000101658835,4,7,4,4-7-4
9002240001138,9,1,3,9-1-3
9002240009011,9,1,4,9-1-4
9004432124724,27,1,2,27-1-2
9111810009297,2,4,1,2-4-1
9121718012725,8,12,4,8-12-4
9200040000805,29,1,0,29-1-0
9200040000844,29,1,3,29-1-3
9200040000895,31,5,3,31-5-3
9200040001411,30,1,0,30-1-0
9200040001416,30,6,2,30-6-2
9200040001624,29,1,0,29-1-0
9200040001627,29,1,0,29-1-0
9200040001662,29,2,3,29-2-3
9200071272167,31,5,1,31-5-1
9200107300312,29,1,0,29-1-0
9200107301019,29,1,0,29-1-0
9200107301321,29,1,0,29-1-0
9200107302934,29,2,5,29-2-5
9200130308666,29,1,0,29-1-0
9200133310884,30,3,5,30-3-5
9200133310985,29,3,1,29-3-1
9200133311489,29,1,0,29-1-0
9200133311893,29,1,0,29-1-0
9200154306447,29,3,4,29-3-4
9200154306548,30,6,5,30-6-5
